epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,184.588,0,94.7551,0,0,0,0,0,0,60.4464,0,0.00055152,0.00055152,0.00055152
2,328.68,0,51.1866,0,0,0,0,0,0,4.78237,0,0.00108526,0.00108526,0.00108526
3,474.999,0,19.7475,0,0,0,0,0,0,0.01144,0,0.001597,0.001597,0.001597
